c-a,,,,a-b,,,,b-c,,,,,,A1,B1,C1,,,A,B,C,,,,,A3,B3,C3,,,A4,B4,C4,,,,A5,B5,C5,,,,Phase A,A6,B6,C6,,,,,,A7,B7,C7,,,,,Phase B,A8,B8,C8,,,,Phase B,A9,B9,C9,,,,Phase C,A10,B10,C10,label
,,,,,,,,,,,,,,,,,,,,,,,,,,0.907,-0.026,-0.881,1,,0.554,-0.219,-0.335,1,,,-0.152,0.503,-0.351,1,,,,0.042,0.581,-0.623,1,,,,,0.034,0.298,-0.332,1,,,,,0.042,0.581,-0.623,1,,,,0.042,0.581,-0.623,3,,,,0.042,0.581,-0.623,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.887,0.013,-0.901,1,,0.534,-0.182,-0.352,1,,,-0.184,0.529,-0.345,1,,,,0.028,0.59,-0.617,1,,,,,0.02,0.306,-0.326,1,,,,,0.028,0.59,-0.617,1,,,,0.028,0.59,-0.617,3,,,,0.028,0.59,-0.617,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.867,0.052,-0.919,1,,0.514,-0.145,-0.37,1,,,-0.217,0.555,-0.339,1,,,,0.013,0.598,-0.611,1,,,,,0.005,0.314,-0.319,1,,,,,0.013,0.598,-0.611,1,,,,0.013,0.598,-0.611,3,,,,0.013,0.598,-0.611,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.845,0.091,-0.936,1,,0.495,-0.107,-0.388,1,,,-0.249,0.581,-0.332,1,,,,-0.002,0.606,-0.603,1,,,,,-0.01,0.321,-0.311,1,,,,,-0.002,0.606,-0.603,1,,,,-0.002,0.606,-0.603,3,,,,-0.002,0.606,-0.603,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.822,0.13,-0.952,1,,0.477,-0.069,-0.407,1,,,-0.281,0.605,-0.324,1,,,,-0.018,0.612,-0.595,1,,,,,-0.024,0.328,-0.303,1,,,,,-0.018,0.612,-0.595,1,,,,-0.018,0.612,-0.595,3,,,,-0.018,0.612,-0.595,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.798,0.168,-0.966,1,,0.46,-0.032,-0.428,1,,,-0.312,0.628,-0.316,1,,,,-0.033,0.618,-0.586,1,,,,,-0.039,0.334,-0.295,1,,,,,-0.033,0.618,-0.586,1,,,,-0.033,0.618,-0.586,3,,,,-0.033,0.618,-0.586,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.773,0.206,-0.979,1,,0.445,0.006,-0.45,1,,,-0.344,0.651,-0.307,1,,,,-0.049,0.624,-0.575,1,,,,,-0.055,0.34,-0.286,1,,,,,-0.049,0.624,-0.575,1,,,,-0.049,0.624,-0.575,3,,,,-0.049,0.624,-0.575,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.746,0.244,-0.991,1,,0.43,0.044,-0.473,1,,,-0.375,0.672,-0.298,1,,,,-0.065,0.629,-0.564,1,,,,,-0.071,0.346,-0.276,1,,,,,-0.065,0.629,-0.564,1,,,,-0.065,0.629,-0.564,3,,,,-0.065,0.629,-0.564,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.719,0.282,-1.001,1,,0.414,0.081,-0.496,1,,,-0.405,0.692,-0.287,1,,,,-0.082,0.633,-0.552,1,,,,,-0.087,0.352,-0.265,1,,,,,-0.082,0.633,-0.552,1,,,,-0.082,0.633,-0.552,3,,,,-0.082,0.633,-0.552,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.691,0.319,-1.01,1,,0.398,0.119,-0.517,1,,,-0.436,0.712,-0.276,1,,,,-0.099,0.637,-0.538,1,,,,,-0.104,0.357,-0.253,1,,,,,-0.099,0.637,-0.538,1,,,,-0.099,0.637,-0.538,3,,,,-0.099,0.637,-0.538,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.661,0.356,-1.017,1,,0.38,0.156,-0.536,1,,,-0.465,0.73,-0.264,1,,,,-0.115,0.64,-0.524,1,,,,,-0.12,0.361,-0.241,1,,,,,-0.115,0.64,-0.524,1,,,,-0.115,0.64,-0.524,3,,,,-0.115,0.64,-0.524,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.631,0.392,-1.023,1,,0.358,0.193,-0.552,1,,,-0.494,0.747,-0.253,1,,,,-0.131,0.641,-0.51,1,,,,,-0.135,0.365,-0.23,1,,,,,-0.131,0.641,-0.51,1,,,,-0.131,0.641,-0.51,3,,,,-0.131,0.641,-0.51,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.428,-1.028,1,,0.335,0.23,-0.565,1,,,-0.522,0.764,-0.242,1,,,,-0.145,0.64,-0.496,1,,,,,-0.148,0.367,-0.218,1,,,,,-0.145,0.64,-0.496,1,,,,-0.145,0.64,-0.496,3,,,,-0.145,0.64,-0.496,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.567,0.463,-1.031,1,,0.308,0.267,-0.575,1,,,-0.549,0.78,-0.231,1,,,,-0.157,0.638,-0.481,1,,,,,-0.16,0.367,-0.207,1,,,,,-0.157,0.638,-0.481,1,,,,-0.157,0.638,-0.481,3,,,,-0.157,0.638,-0.481,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.535,0.498,-1.032,1,,0.281,0.303,-0.583,1,,,-0.575,0.796,-0.221,1,,,,-0.166,0.633,-0.467,1,,,,,-0.169,0.366,-0.197,1,,,,,-0.166,0.633,-0.467,1,,,,-0.166,0.633,-0.467,3,,,,-0.166,0.633,-0.467,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.501,0.531,-1.032,1,,0.252,0.339,-0.591,1,,,-0.599,0.81,-0.211,1,,,,-0.174,0.627,-0.453,1,,,,,-0.177,0.364,-0.188,1,,,,,-0.174,0.627,-0.453,1,,,,-0.174,0.627,-0.453,3,,,,-0.174,0.627,-0.453,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.466,0.564,-1.031,1,,0.224,0.374,-0.598,1,,,-0.622,0.824,-0.202,1,,,,-0.182,0.62,-0.438,1,,,,,-0.184,0.362,-0.178,1,,,,,-0.182,0.62,-0.438,1,,,,-0.182,0.62,-0.438,3,,,,-0.182,0.62,-0.438,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.431,0.597,-1.028,1,,0.197,0.409,-0.606,1,,,-0.645,0.837,-0.191,1,,,,-0.19,0.612,-0.422,1,,,,,-0.191,0.359,-0.168,1,,,,,-0.19,0.612,-0.422,1,,,,-0.19,0.612,-0.422,3,,,,-0.19,0.612,-0.422,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.396,0.628,-1.024,1,,0.172,0.443,-0.615,1,,,-0.667,0.848,-0.18,1,,,,-0.199,0.605,-0.405,1,,,,,-0.2,0.357,-0.157,1,,,,,-0.199,0.605,-0.405,1,,,,-0.199,0.605,-0.405,3,,,,-0.199,0.605,-0.405,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.658,-1.018,1,,0.149,0.477,-0.625,1,,,-0.689,0.857,-0.168,1,,,,-0.211,0.598,-0.386,1,,,,,-0.212,0.356,-0.144,1,,,,,-0.211,0.598,-0.386,1,,,,-0.211,0.598,-0.386,3,,,,-0.211,0.598,-0.386,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.323,0.688,-1.011,1,,0.127,0.509,-0.636,1,,,-0.711,0.864,-0.153,1,,,,-0.225,0.591,-0.365,1,,,,,-0.226,0.356,-0.13,1,,,,,-0.225,0.591,-0.365,1,,,,-0.225,0.591,-0.365,3,,,,-0.225,0.591,-0.365,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.716,-1.002,1,,0.105,0.542,-0.647,1,,,-0.732,0.869,-0.137,1,,,,-0.242,0.585,-0.343,1,,,,,-0.241,0.356,-0.115,1,,,,,-0.242,0.585,-0.343,1,,,,-0.242,0.585,-0.343,3,,,,-0.242,0.585,-0.343,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.248,0.744,-0.992,1,,0.084,0.573,-0.657,1,,,-0.752,0.873,-0.121,1,,,,-0.259,0.578,-0.32,1,,,,,-0.258,0.356,-0.098,1,,,,,-0.259,0.578,-0.32,1,,,,-0.259,0.578,-0.32,3,,,,-0.259,0.578,-0.32,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.77,-0.98,1,,0.062,0.604,-0.666,1,,,-0.772,0.875,-0.103,1,,,,-0.275,0.571,-0.296,1,,,,,-0.274,0.355,-0.082,1,,,,,-0.275,0.571,-0.296,1,,,,-0.275,0.571,-0.296,3,,,,-0.275,0.571,-0.296,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.172,0.796,-0.967,1,,0.038,0.634,-0.672,1,,,-0.79,0.877,-0.087,1,,,,-0.29,0.562,-0.273,1,,,,,-0.288,0.353,-0.065,1,,,,,-0.29,0.562,-0.273,1,,,,-0.29,0.562,-0.273,3,,,,-0.29,0.562,-0.273,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.133,0.82,-0.953,1,,0.012,0.663,-0.676,1,,,-0.806,0.877,-0.071,1,,,,-0.302,0.552,-0.25,1,,,,,-0.3,0.35,-0.05,1,,,,,-0.302,0.552,-0.25,1,,,,-0.302,0.552,-0.25,3,,,,-0.302,0.552,-0.25,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,0.843,-0.938,1,,-0.014,0.691,-0.677,1,,,-0.821,0.877,-0.056,1,,,,-0.311,0.539,-0.228,1,,,,,-0.308,0.344,-0.036,1,,,,,-0.311,0.539,-0.228,1,,,,-0.311,0.539,-0.228,3,,,,-0.311,0.539,-0.228,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,0.865,-0.921,1,,-0.041,0.718,-0.677,1,,,-0.834,0.876,-0.043,1,,,,-0.316,0.523,-0.207,1,,,,,-0.313,0.336,-0.023,1,,,,,-0.316,0.523,-0.207,1,,,,-0.316,0.523,-0.207,3,,,,-0.316,0.523,-0.207,0
,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.885,-0.902,1,,-0.069,0.745,-0.675,1,,,-0.845,0.875,-0.03,1,,,,-0.319,0.506,-0.187,1,,,,,-0.316,0.327,-0.011,1,,,,,-0.319,0.506,-0.187,1,,,,-0.319,0.506,-0.187,3,,,,-0.319,0.506,-0.187,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,0.905,-0.883,1,,-0.097,0.77,-0.673,1,,,-0.854,0.872,-0.018,1,,,,-0.321,0.488,-0.167,1,,,,,-0.318,0.317,0,1,,,,,-0.321,0.488,-0.167,1,,,,-0.321,0.488,-0.167,3,,,,-0.321,0.488,-0.167,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.061,0.923,-0.862,1,,-0.124,0.794,-0.67,1,,,-0.862,0.869,-0.006,1,,,,-0.323,0.469,-0.146,1,,,,,-0.319,0.307,0.012,1,,,,,-0.323,0.469,-0.146,1,,,,-0.323,0.469,-0.146,3,,,,-0.323,0.469,-0.146,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,0.94,-0.84,1,,-0.151,0.817,-0.666,1,,,-0.87,0.863,0.006,1,,,,-0.326,0.451,-0.125,1,,,,,-0.322,0.298,0.024,1,,,,,-0.326,0.451,-0.125,1,,,,-0.326,0.451,-0.125,3,,,,-0.326,0.451,-0.125,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.138,0.955,-0.817,1,,-0.178,0.839,-0.661,1,,,-0.876,0.856,0.02,1,,,,-0.331,0.433,-0.102,1,,,,,-0.326,0.29,0.037,1,,,,,-0.331,0.433,-0.102,1,,,,-0.331,0.433,-0.102,3,,,,-0.331,0.433,-0.102,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.177,0.969,-0.792,1,,-0.203,0.86,-0.656,1,,,-0.882,0.847,0.035,1,,,,-0.338,0.415,-0.078,1,,,,,-0.333,0.282,0.051,1,,,,,-0.338,0.415,-0.078,1,,,,-0.338,0.415,-0.078,3,,,,-0.338,0.415,-0.078,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.215,0.982,-0.767,1,,-0.228,0.879,-0.651,1,,,-0.887,0.836,0.051,1,,,,-0.346,0.398,-0.052,1,,,,,-0.341,0.275,0.066,1,,,,,-0.346,0.398,-0.052,1,,,,-0.346,0.398,-0.052,3,,,,-0.346,0.398,-0.052,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.253,0.993,-0.74,1,,-0.252,0.897,-0.645,1,,,-0.891,0.824,0.067,1,,,,-0.355,0.382,-0.026,1,,,,,-0.35,0.268,0.082,1,,,,,-0.355,0.382,-0.026,1,,,,-0.355,0.382,-0.026,3,,,,-0.355,0.382,-0.026,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,1.003,-0.713,1,,-0.275,0.914,-0.639,1,,,-0.894,0.81,0.084,1,,,,-0.365,0.365,0,1,,,,,-0.359,0.261,0.098,1,,,,,-0.365,0.365,0,1,,,,-0.365,0.365,0,3,,,,-0.365,0.365,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.328,1.012,-0.684,1,,-0.297,0.93,-0.633,1,,,-0.896,0.795,0.101,1,,,,-0.373,0.347,0.025,1,,,,,-0.367,0.253,0.113,1,,,,,-0.373,0.347,0.025,1,,,,-0.373,0.347,0.025,3,,,,-0.373,0.347,0.025,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.364,1.019,-0.654,1,,-0.319,0.944,-0.626,1,,,-0.896,0.779,0.117,1,,,,-0.379,0.329,0.05,1,,,,,-0.373,0.244,0.128,1,,,,,-0.379,0.329,0.05,1,,,,-0.379,0.329,0.05,3,,,,-0.379,0.329,0.05,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,1.024,-0.624,1,,-0.339,0.957,-0.618,0,,,-0.895,0.763,0.132,1,,,,-0.383,0.309,0.074,1,,,,,-0.376,0.234,0.143,1,,,,,-0.383,0.309,0.074,1,,,,-0.383,0.309,0.074,3,,,,-0.383,0.309,0.074,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.436,1.028,-0.592,1,,-0.36,0.969,-0.609,0,,,-0.891,0.745,0.146,1,,,,-0.385,0.288,0.098,1,,,,,-0.378,0.222,0.156,1,,,,,-0.385,0.288,0.098,1,,,,-0.385,0.288,0.098,3,,,,-0.385,0.288,0.098,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.471,1.031,-0.56,1,,-0.38,0.979,-0.598,0,,,-0.886,0.727,0.159,1,,,,-0.386,0.265,0.12,1,,,,,-0.378,0.21,0.168,1,,,,,-0.386,0.265,0.12,1,,,,-0.386,0.265,0.12,3,,,,-0.386,0.265,0.12,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.505,1.032,-0.527,1,,-0.401,0.987,-0.586,0,,,-0.88,0.708,0.172,1,,,,-0.385,0.242,0.142,1,,,,,-0.377,0.197,0.18,1,,,,,-0.385,0.242,0.142,1,,,,-0.385,0.242,0.142,3,,,,-0.385,0.242,0.142,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.539,1.032,-0.493,1,,-0.422,0.995,-0.572,0,,,-0.872,0.688,0.184,1,,,,-0.382,0.218,0.164,1,,,,,-0.374,0.183,0.191,1,,,,,-0.382,0.218,0.164,1,,,,-0.382,0.218,0.164,3,,,,-0.382,0.218,0.164,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.572,1.03,-0.459,1,,-0.444,1,-0.557,0,,,-0.863,0.667,0.196,1,,,,-0.38,0.194,0.186,1,,,,,-0.372,0.169,0.202,1,,,,,-0.38,0.194,0.186,1,,,,-0.38,0.194,0.186,3,,,,-0.38,0.194,0.186,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.604,1.027,-0.424,1,,-0.466,1.005,-0.539,0,,,-0.853,0.646,0.207,1,,,,-0.377,0.17,0.207,1,,,,,-0.369,0.156,0.213,1,,,,,-0.377,0.17,0.207,1,,,,-0.377,0.17,0.207,3,,,,-0.377,0.17,0.207,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.635,1.022,-0.388,1,,-0.488,1.008,-0.52,0,,,-0.841,0.623,0.219,1,,,,-0.375,0.146,0.229,1,,,,,-0.366,0.142,0.223,1,,,,,-0.375,0.146,0.229,1,,,,-0.375,0.146,0.229,3,,,,-0.375,0.146,0.229,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.665,1.016,-0.351,1,,-0.509,1.009,-0.5,0,,,-0.829,0.599,0.23,1,,,,-0.372,0.122,0.25,1,,,,,-0.363,0.129,0.234,1,,,,,-0.372,0.122,0.25,1,,,,-0.372,0.122,0.25,3,,,,-0.372,0.122,0.25,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.694,1.009,-0.315,1,,-0.529,1.009,-0.48,0,,,-0.815,0.574,0.241,1,,,,-0.369,0.098,0.272,1,,,,,-0.36,0.115,0.244,1,,,,,-0.369,0.098,0.272,1,,,,-0.369,0.098,0.272,3,,,,-0.369,0.098,0.272,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.723,1,-0.277,1,,-0.547,1.008,-0.461,0,,,-0.801,0.548,0.252,1,,,,-0.367,0.074,0.293,1,,,,,-0.357,0.102,0.255,1,,,,,-0.367,0.074,0.293,1,,,,-0.367,0.074,0.293,3,,,,-0.367,0.074,0.293,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75,0.989,-0.24,1,,-0.563,1.005,-0.441,0,,,-0.785,0.521,0.264,1,,,,-0.364,0.05,0.314,1,,,,,-0.354,0.089,0.265,1,,,,,-0.364,0.05,0.314,1,,,,-0.364,0.05,0.314,3,,,,-0.364,0.05,0.314,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.776,0.978,-0.202,1,,-0.577,1,-0.423,0,,,-0.769,0.494,0.275,1,,,,-0.362,0.027,0.335,1,,,,,-0.352,0.077,0.275,1,,,,,-0.362,0.027,0.335,1,,,,-0.362,0.027,0.335,3,,,,-0.362,0.027,0.335,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.801,0.964,-0.163,1,,-0.589,0.994,-0.405,0,,,-0.751,0.465,0.286,1,,,,-0.361,0.005,0.356,1,,,,,-0.35,0.064,0.286,1,,,,,-0.361,0.005,0.356,1,,,,-0.361,0.005,0.356,3,,,,-0.361,0.005,0.356,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.825,0.95,-0.125,1,,-0.599,0.987,-0.388,0,,,-0.733,0.436,0.297,1,,,,-0.359,-0.018,0.376,1,,,,,-0.348,0.052,0.296,1,,,,,-0.359,-0.018,0.376,1,,,,-0.359,-0.018,0.376,3,,,,-0.359,-0.018,0.376,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.848,0.934,-0.086,1,,-0.608,0.978,-0.37,0,,,-0.714,0.406,0.308,1,,,,-0.357,-0.04,0.397,1,,,,,-0.345,0.039,0.306,1,,,,,-0.357,-0.04,0.397,1,,,,-0.357,-0.04,0.397,3,,,,-0.357,-0.04,0.397,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.869,0.917,-0.047,1,,-0.616,0.968,-0.352,0,,,-0.694,0.375,0.319,1,,,,-0.354,-0.062,0.416,1,,,,,-0.342,0.026,0.316,1,,,,,-0.354,-0.062,0.416,1,,,,-0.354,-0.062,0.416,3,,,,-0.354,-0.062,0.416,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.89,0.898,-0.008,1,,-0.625,0.956,-0.332,0,,,-0.673,0.344,0.329,1,,,,-0.35,-0.085,0.435,1,,,,,-0.338,0.013,0.325,1,,,,,-0.35,-0.085,0.435,1,,,,-0.35,-0.085,0.435,3,,,,-0.35,-0.085,0.435,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.909,0.878,0.031,1,,-0.634,0.943,-0.309,0,,,-0.651,0.313,0.337,1,,,,-0.344,-0.108,0.452,1,,,,,-0.332,-0.001,0.333,1,,,,,-0.344,-0.108,0.452,1,,,,-0.344,-0.108,0.452,3,,,,-0.344,-0.108,0.452,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.927,0.857,0.069,1,,-0.643,0.929,-0.285,0,,,-0.627,0.282,0.345,1,,,,-0.336,-0.132,0.468,1,,,,,-0.324,-0.016,0.34,1,,,,,-0.336,-0.132,0.468,1,,,,-0.336,-0.132,0.468,3,,,,-0.336,-0.132,0.468,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.943,0.835,0.108,1,,-0.653,0.913,-0.26,0,,,-0.602,0.251,0.351,1,,,,-0.326,-0.157,0.482,1,,,,,-0.314,-0.031,0.345,1,,,,,-0.326,-0.157,0.482,1,,,,-0.326,-0.157,0.482,3,,,,-0.326,-0.157,0.482,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.958,0.812,0.147,1,,-0.663,0.896,-0.233,0,,,-0.576,0.22,0.356,1,,,,-0.314,-0.182,0.496,1,,,,,-0.302,-0.047,0.349,1,,,,,-0.314,-0.182,0.496,1,,,,-0.314,-0.182,0.496,3,,,,-0.314,-0.182,0.496,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.972,0.787,0.185,1,,-0.672,0.877,-0.206,0,,,-0.549,0.189,0.36,1,,,,-0.301,-0.207,0.508,1,,,,,-0.289,-0.064,0.352,1,,,,,-0.301,-0.207,0.508,1,,,,-0.301,-0.207,0.508,3,,,,-0.301,-0.207,0.508,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.985,0.761,0.223,1,,-0.679,0.858,-0.179,0,,,-0.521,0.158,0.363,1,,,,-0.288,-0.232,0.52,1,,,,,-0.276,-0.079,0.355,1,,,,,-0.288,-0.232,0.52,1,,,,-0.288,-0.232,0.52,3,,,,-0.288,-0.232,0.52,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.996,0.734,0.261,1,,-0.685,0.837,-0.152,0,,,-0.493,0.126,0.366,1,,,,-0.276,-0.256,0.532,1,,,,,-0.263,-0.095,0.358,1,,,,,-0.276,-0.256,0.532,1,,,,-0.276,-0.256,0.532,3,,,,-0.276,-0.256,0.532,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.005,0.706,0.299,1,,-0.688,0.815,-0.127,0,,,-0.464,0.094,0.37,1,,,,-0.265,-0.278,0.543,1,,,,,-0.252,-0.108,0.361,1,,,,,-0.265,-0.278,0.543,1,,,,-0.265,-0.278,0.543,3,,,,-0.265,-0.278,0.543,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.013,0.678,0.336,1,,-0.689,0.792,-0.103,0,,,-0.435,0.061,0.375,1,,,,-0.256,-0.3,0.555,1,,,,,-0.243,-0.121,0.364,1,,,,,-0.256,-0.3,0.555,1,,,,-0.256,-0.3,0.555,3,,,,-0.256,-0.3,0.555,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,0.648,0.372,1,,-0.689,0.767,-0.079,0,,,-0.407,0.027,0.379,1,,,,-0.249,-0.319,0.568,1,,,,,-0.236,-0.133,0.368,1,,,,,-0.249,-0.319,0.568,1,,,,-0.249,-0.319,0.568,3,,,,-0.249,-0.319,0.568,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.025,0.617,0.408,1,,-0.687,0.742,-0.055,0,,,-0.378,-0.007,0.385,1,,,,-0.243,-0.337,0.58,1,,,,,-0.23,-0.143,0.373,1,,,,,-0.243,-0.337,0.58,1,,,,-0.243,-0.337,0.58,3,,,,-0.243,-0.337,0.58,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.029,0.585,0.444,1,,-0.684,0.716,-0.031,0,,,-0.349,-0.041,0.39,1,,,,-0.237,-0.355,0.591,1,,,,,-0.224,-0.153,0.377,1,,,,,-0.237,-0.355,0.591,1,,,,-0.237,-0.355,0.591,3,,,,-0.237,-0.355,0.591,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.032,0.486,0.546,0,,-0.681,0.688,-0.007,0,,,-0.319,-0.075,0.394,1,,,,-0.23,-0.372,0.602,1,,,,,-0.217,-0.164,0.381,1,,,,,-0.23,-0.372,0.602,1,,,,-0.23,-0.372,0.602,3,,,,-0.23,-0.372,0.602,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.03,0.451,0.579,0,,-0.678,0.66,0.018,0,,,-0.289,-0.108,0.398,1,,,,-0.221,-0.389,0.611,1,,,,,-0.209,-0.175,0.384,1,,,,,-0.221,-0.389,0.611,1,,,,-0.221,-0.389,0.611,3,,,,-0.221,-0.389,0.611,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.026,0.416,0.611,0,,-0.674,0.63,0.043,0,,,-0.258,-0.141,0.4,1,,,,-0.21,-0.407,0.617,1,,,,,-0.198,-0.187,0.385,1,,,,,-0.21,-0.407,0.617,1,,,,-0.21,-0.407,0.617,3,,,,-0.21,-0.407,0.617,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.021,0.38,0.641,0,,-0.669,0.6,0.069,0,,,-0.226,-0.174,0.4,1,,,,-0.196,-0.426,0.622,1,,,,,-0.184,-0.2,0.384,1,,,,,-0.196,-0.426,0.622,1,,,,-0.196,-0.426,0.622,3,,,,-0.196,-0.426,0.622,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.015,0.343,0.672,0,,-1.025,0.617,0.408,0,,,-0.193,-0.205,0.398,1,,,,-0.18,-0.445,0.626,1,,,,,-0.168,-0.214,0.382,1,,,,,-0.18,-0.445,0.626,1,,,,-0.18,-0.445,0.626,3,,,,-0.18,-0.445,0.626,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-1.007,0.306,0.701,0,,-1.029,0.586,0.444,0,,,-0.16,-0.236,0.395,1,,,,-0.162,-0.465,0.627,1,,,,,-0.15,-0.228,0.378,1,,,,,-0.162,-0.465,0.627,1,,,,-0.162,-0.465,0.627,3,,,,-0.162,-0.465,0.627,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.998,0.269,0.729,0,,-1.032,0.553,0.478,0,,,-0.126,-0.266,0.392,1,,,,-0.144,-0.484,0.628,1,,,,,-0.132,-0.242,0.374,1,,,,,-0.144,-0.484,0.628,1,,,,-0.144,-0.484,0.628,3,,,,-0.144,-0.484,0.628,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.987,0.231,0.756,0,,-1.032,0.52,0.513,0,,,-0.092,-0.296,0.388,1,,,,-0.126,-0.501,0.628,1,,,,,-0.115,-0.255,0.369,1,,,,,-0.126,-0.501,0.628,1,,,,-0.126,-0.501,0.628,3,,,,-0.126,-0.501,0.628,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.975,0.193,0.782,0,,-1.032,0.486,0.546,0,,,-0.058,-0.326,0.384,1,,,,-0.11,-0.518,0.627,1,,,,,-0.098,-0.266,0.365,1,,,,,-0.11,-0.518,0.627,1,,,,-0.11,-0.518,0.627,3,,,,-0.11,-0.518,0.627,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.961,0.155,0.807,0,,-1.032,0.486,0.546,0,,,-0.024,-0.356,0.38,1,,,,-0.095,-0.532,0.627,1,,,,,-0.084,-0.277,0.36,1,,,,,-0.095,-0.532,0.627,1,,,,-0.095,-0.532,0.627,3,,,,-0.095,-0.532,0.627,0
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.946,0.116,0.83,0,,-1.02,0.458,0.563,0,,,0.009,-0.386,0.377,1,,,,-0.082,-0.545,0.627,1,,,,,-0.071,-0.285,0.357,1,,,,,-0.082,-0.545,0.627,1,,,,-0.082,-0.545,0.627,3,,,,-0.082,-0.545,0.627,0
